id,uuid,type,code,published,is_flagged,has_alert,metatag,internal_user,Meilleur prix vente,Quantité meilleur prix vente,Meilleur prix achat,Quantité meilleur prix achat,Capitalisation,Prix clôture,Cours ajusté,field_cours_cloture,Cours courant,Quantité échangée,Volume échangé,field_date_application,Différence,field_dynamic_reference_price,Statut,Plus haut,field_instrument_var_year,field_last_traded_price,field_last_traded_time,field_last_transactions,Plus bas,field_market_id,Ouverture,field_pto,field_ratio_ajustement,field_ratio_consolide,Prix référence,field_symbol,Nombre transactions,field_transact_time,field_var_pto,Variation %,Nom,Symbole,Secteur,redirect_alias
17897000,93d9be30-d795-49f6-b1e1-39eebe47989d,market_watch,SOT-690e0b635dcf3,1,[],False,[],[],1800.0000000000,464.0000000000,1776.0000000000,3.0000000000,12952800000.0000000000,1799.0000000000,1799.0000000000,-,1799.0000000000,60.0000000000,108062.0000000000,2025-11-07T16:00:45,-26.0000000000,1799.0000000000,-,1834.0000000000,-,1799.0000000000,2025-11-07T15:15:23,-,1776.0000000000,59,1777.0000000000,[],1.00,1.00,1825.0000000000,538,8,2025-11-07T16:00:45,[],-1.4246575342,SOTHEMA,SOT,Industrie Pharmaceutique,/fr/live-market/instruments/SOT
17897001,88abc706-1a3d-4aae-9d53-6a23cf21dc40,market_watch,SRM-690e0b6422b07,1,[],False,[],[],530.0000000000,5.0000000000,507.1000000000,200.0000000000,169600000.0000000000,530.0000000000,530.0000000000,-,530.0000000000,[],[],2025-11-07T16:00:45,0.0000000000,530.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,530.0000000000,533,[],2025-11-07T16:00:45,[],0.0000000000,REALISATIONS MECANIQUES,SRM,Distributeurs,/fr/live-market/instruments/SRM
17896984,59a79c36-0bc4-40a0-8982-1ec662a7616a,market_watch,STR-690e0b55eab95,1,[],True,[],[],332.9500000000,182.0000000000,323.2000000000,178.0000000000,415630643.5000000000,332.9000000000,332.9000000000,-,332.9000000000,1337.0000000000,441500.1500000000,2025-11-07T16:00:45,2.9000000000,332.9000000000,-,334.9000000000,-,332.9000000000,2025-11-07T15:37:44,-,323.0000000000,59,333.0000000000,[],1.00,1.00,330.0000000000,383,69,2025-11-07T16:00:45,[],0.8787878788,STROC INDUSTRIE,STR,Ingénieries et Biens d'Equipement Industriels,/fr/live-market/instruments/STR
17897016,b087628c-1bca-4cd5-a060-f83070e7cbe7,market_watch,TGC-690e0b6d6ed09,1,[],False,[],[],946.0000000000,4.0000000000,937.1000000000,40.0000000000,32524523416.0000000000,938.0000000000,938.0000000000,-,938.0000000000,16628.0000000000,15624442.8000000000,2025-11-07T16:00:45,-11.0000000000,938.0000000000,-,950.0000000000,-,938.0000000000,2025-11-07T15:39:41,-,937.0000000000,59,940.0000000000,938.0000000000,1.00,1.00,949.0000000000,445,201,2025-11-07T16:00:45,-1.1591148577,-1.1591148577,TGCC S.A,TGC,Bâtiment et Matériaux de Construction,/fr/live-market/instruments/TGC
17896958,ade72ee2-2b6e-4bd2-b9d6-a84713130904,market_watch,TMA-690e0b3e3ac90,1,[],False,[],[],1877.0000000000,30.0000000000,1826.0000000000,1.0000000000,16576000000.0000000000,1850.0000000000,1850.0000000000,-,1850.0000000000,1004.0000000000,1857404.0000000000,2025-11-07T16:00:45,0.0000000000,1850.0000000000,-,1851.0000000000,-,1850.0000000000,2025-11-07T15:31:27,-,1850.0000000000,59,1851.0000000000,1850.0000000000,1.00,1.00,1850.0000000000,390,2,2025-11-07T16:00:45,0.0000000000,0.0000000000,TOTALENERGIES MARKETING MAROC,TMA,Pétrole et Gaz,/fr/live-market/instruments/TMA
17896959,692bd859-f48b-4b41-b255-9f6c11acf671,market_watch,TQM-690e0b3f15b4f,1,[],False,[],[],2495.0000000000,4.0000000000,2326.0000000000,10.0000000000,55433073700.0000000000,2350.0000000000,2350.0000000000,-,2350.0000000000,2164.0000000000,5099264.0000000000,2025-11-07T16:00:45,-30.0000000000,2350.0000000000,-,2469.0000000000,-,2350.0000000000,2025-11-07T15:40:35,-,2350.0000000000,59,2390.0000000000,2350.0000000000,1.00,1.00,2380.0000000000,387,35,2025-11-07T16:00:45,-1.2605042017,-1.2605042017,TAQA MOROCCO,TQM,Electricité,/fr/live-market/instruments/TQM
17897002,ae7aefe5-082e-4be1-a5fb-4db84d717e28,market_watch,UMR-690e0b64d445d,1,[],False,[],[],160.0000000000,2992.0000000000,159.0000000000,1.0000000000,1826220800.0000000000,160.0000000000,160.0000000000,-,160.0000000000,[],[],2025-11-07T16:00:45,0.0000000000,160.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,160.0000000000,503,[],2025-11-07T16:00:45,[],0.0000000000,UNIMER,UMR,Agroalimentaire et Production,/fr/live-market/instruments/UMR
17897021,d0b510e9-9c54-4ac5-a4aa-170572847585,market_watch,VCN-690e0b71ad836,1,[],False,[],[],508.0000000000,39.0000000000,497.5000000000,37.0000000000,5108907300.0000000000,498.0000000000,498.0000000000,-,498.0000000000,10907.0000000000,5476135.5000000000,2025-11-07T16:00:45,-11.7000000000,498.0000000000,-,510.0000000000,-,498.0000000000,2025-11-07T15:37:25,-,498.0000000000,59,510.0000000000,498.0000000000,1.00,1.00,509.7000000000,14453760,260,2025-11-07T16:00:45,-2.2954679223,-2.2954679223,VICENNE,VCN,Santé,/fr/live-market/instruments/VCN
17896985,1665c54a-f185-43e6-bf81-72592e7a3040,market_watch,WAA-690e0b56dfb1f,1,[],False,[],[],5250.0000000000,96.0000000000,4950.0000000000,60.0000000000,18182500000.0000000000,5195.0000000000,5195.0000000000,-,5195.0000000000,150.0000000000,779250.0000000000,2025-11-07T16:00:45,0.0000000000,5195.0000000000,-,5195.0000000000,-,5195.0000000000,2025-11-07T15:32:06,-,5195.0000000000,59,5195.0000000000,5195.0000000000,1.00,1.00,5195.0000000000,488,1,2025-11-07T16:00:45,0.0000000000,0.0000000000,WAFA ASSURANCE,WAA,Assurances,/fr/live-market/instruments/WAA
17897003,1308e345-45c7-413a-9a96-3ef4cabf852b,market_watch,ZDJ-690e0b65b2525,1,[],False,[],[],263.0000000000,10.0000000000,210.0000000000,50.0000000000,122589686.0000000000,214.0000000000,214.0000000000,-,214.0000000000,[],[],2025-11-07T16:00:45,0.0000000000,214.0000000000,-,[],-,[],[],-,[],59,[],[],1.00,1.00,214.0000000000,485,[],2025-11-07T16:00:45,[],0.0000000000,ZELLIDJA S.A,ZDJ,Sociétés de Portefeuilles / Holdings,/fr/live-market/instruments/ZDJ
